Month,Date_of_1st_session,Population,Sex,ID,Location,no_RF,Immigrant,Pre_census,Note
June,12,I,,2,I,,,,
June,12,I,,3,I,,,,
June,12,I,,5,I,,,,
June,12,I,,7,I,,,,
June,12,I,,8,I,,,,
June,12,I,,9,I,,,,
June,12,I,,15,I,,,,
June,12,I,,50,I,,,,
June,12,I,,52,I,,,,
June,12,I,,53,N,,,,
June,12,I,,54,N,,,,
June,12,I,,55,I,,,,
June,12,I,,59,I,,,,
June,12,I,,60,I,,,,
June,12,I,,62,I,,,,
June,12,I,,63,N,,,,
June,12,I,,65,I,,,,
June,12,I,,66,I,,,,
June,12,I,,67,I,,,,
June,12,I,,68,N,,,,
June,12,I,,70,I,,,,
June,12,I,,72,I,,,,
June,12,I,,73,I,,,,
June,12,I,,74,N,,,,
June,12,I,,76,I,,,,
June,12,I,,77,I,,,,
June,12,I,,81,I,,,,
June,12,I,,82,N,,,,
June,12,I,,84,I,,,,
June,12,I,,85,I,,,,
June,12,I,,86,I,,,,
June,12,I,,90,I,,,,
June,12,I,,91,I,,,,
June,12,I,F,,I,,,,
June,12,I,F,,I,,,,
June,12,I,F,,I,,,,
June,12,I,F,,I,,,,
June,12,I,M,,I,,,,
June,12,I,M,,I,,,,
June,12,I,M,,I,,,,
June,12,I,M,,I,,,,
June,12,I,U,,I,,,,
June,12,I,U,,I,,,,
June,13,I,,1,I,,,,
June,13,I,,3,I,,,,
June,13,I,,5,I,,,,
June,13,I,,7,I,,,,
June,13,I,,10,I,,,,
June,13,I,,15,I,,,,
June,13,I,,47,I,,,,
June,13,I,,48,N,,,,
June,13,I,,50,I,,,,
June,13,I,,52,I,,,,
June,13,I,,53,I,,,,
June,13,I,,54,I,,,,
June,13,I,,55,I,,,,
June,13,I,,57,I,,,,
June,13,I,,62,I,,,,
June,13,I,,63,I,,,,
June,13,I,,66,I,,,,
June,13,I,,67,N,,,,
June,13,I,,68,I,,,,
June,13,I,,70,I,,,,
June,13,I,,72,I,,,,
June,13,I,,73,I,,,,
June,13,I,,74,I,,,,
June,13,I,,75,I,,,,
June,13,I,,76,I,,,,
June,13,I,,78,I,,,,
June,13,I,,81,I,,,,
June,13,I,,82,I,,,,
June,13,I,,85,I,,,,
June,13,I,,86,N,,,,
June,13,I,,90,I,,,,
June,13,I,F,,I,,,,
June,13,I,F,,I,,,,
June,13,I,F,,I,,,,
June,13,I,F,,I,,,,
June,13,I,M,,N,,,,
June,13,I,M,,N,,,,
June,13,I,M,,N,,,,
June,13,I,M,,I,,,,
June,14,I,M,,,,1,,
June,14,I,M,,,,1,,
June,14,I,,1,I,,,,
June,14,I,,7,I,,,,
June,14,I,,8,I,,,,
June,14,I,,9,I,,,,
June,14,I,,10,I,,,,
June,14,I,,47,I,,,,
June,14,I,,48,I,,,,
June,14,I,,50,N,,,,
June,14,I,,54,I,,,,
June,14,I,,55,I,,,,
June,14,I,,57,I,,,,
June,14,I,,59,I,,,,
June,14,I,,60,I,,,,
June,14,I,,62,O,,,,
June,14,I,,63,I,,,,
June,14,I,,65,I,,,,
June,14,I,,66,I,,,,
June,14,I,,68,I,,,,
June,14,I,,74,I,,,,
June,14,I,,76,I,,,,
June,14,I,,77,I,,,,
June,14,I,,78,I,,,,
June,14,I,,81,I,,,,
June,14,I,,84,N,,,,
June,14,I,,86,I,,,,
June,14,I,,90,I,,,,
June,14,I,,91,I,,,,
June,14,I,F,,I,,,,
June,14,I,U,,I,,,,
June,14,I,U,,I,,,,
June,14,I,U,,I,,,,
June,14,I,U,,I,,,,
June,14,I,U,,I,,,,
June,15,I,,9,N,,,,
June,15,I,,10,I,,,,
June,15,I,,26,I,,,,
June,15,I,,29,I,,,,
June,15,I,,47,I,,,,
June,15,I,,48,I,,,,
June,15,I,,50,N,,,,
June,15,I,,52,N,,,,
June,15,I,,55,N,,,,
June,15,I,,56,N,,,,
June,15,I,,57,I,,,,
June,15,I,,59,O,,,,
June,15,I,,60,N,,,,
June,15,I,,62,I,,,,
June,15,I,,63,I,,,,
June,15,I,,65,N,,,,
June,15,I,,70,I,,,,
June,15,I,,74,I,,,,
June,15,I,,76,I,,,,
June,15,I,,77,N,,,,
June,15,I,,78,I,,,,
June,15,I,,81,N,,,,
June,15,I,,82,I,,,,
June,15,I,,84,N,,,,
June,15,I,,86,I,,,,
June,15,I,,90,I,,,,
June,15,I,M,,I,,,,
June,15,I,F,,I,,,,
June,15,I,F,,N,,,,
June,15,I,F,,N,,,,
June,15,I,F,,I,,,,
June,15,I,M,,I,,,,
June,16,I,,47,I,,,,
June,16,I,,48,N,,,,
June,16,I,,55,N,,,,
June,16,I,,60,I,,,,
June,16,I,,63,N,,,,
June,16,I,,65,I,,,,
June,16,I,,66,I,,,,
June,16,I,,70,I,,,,
June,16,I,,76,N,,,,
June,16,I,,78,N,,,,
June,16,I,,82,I ,,,,
June,16,I,,84,N,,,,
June,16,I,,86,I ,,,,
June,16,I,F,,I ,,,,
June,16,I,F,,I,,,,
June,16,I,F,,I ,,,,
June,16,I,F,,I,,,,
June,16,I,F,,I,,,,
June,16,I,M,,I,,,,
June,16,I,M,,I,,,,
June,16,I,M,,I,,,,
June,16,I,F,,,,1,,
June,17,I,,47,I,,,,
June,17,I,,54,I,1,,,
June,17,I,,55,I,,,,
June,17,I,,65,N,,,,
June,17,I,,66,I,,,,
June,17,I,,70,I,,,,
June,17,I,,77,I,,,,
June,17,I,,78,I,,,,
June,17,I,,84,I,,,,
June,17,I,,86,I,,,,
June,17,I,M,,I,,,,
June,17,I,F,,I,,,,
June,17,I,F,,I,,,,
June,17,I,F,,I,,,,
June,17,I,F,,I,,,,
June,17,I,F,,I,,,,
June,17,I,F,,O,,,,
June,18,I,,47,I,,,,
June,18,I,,48,I,,,,
June,18,I,,55,I,,,,
June,18,I,,60,N,,,,
June,18,I,,65,I,,,,
June,18,I,,70,I,,,,
June,18,I,,77,N,,,,
June,18,I,,84,I,,,,
June,18,I,,86,I,,,,
June,18,I,M,,N,,,,
June,18,I,M,,I,,,,
June,18,I,F,,N,,,,
June,18,I,F,,I,,,,
June,18,I,F,,I,,,,
